TERCİH KODU,İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,YABANCI DİLİ,TABAN PUAN,TABAN YÜZDE,TAVAN PUAN,TAVAN YÜZDE,ORTALAMA GIRIS PUANI
50800,rize,ardesen,ardesen sehit omer halisdemir fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,358.0857,18.49,410.024,8.23,384.05485
50337,rize,pazar,pazar fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,351.6155,20.06,429.6193,5.31,390.6174
50467,rize,merkez,rize sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,371.991,15.34,443.915,3.51,407.953
40798,rize,merkez,rize sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,368.4221,16.11,416.6581,7.2,392.5401
40046,rize,merkez,fatih anadolu lisesi,anadolu lisesi,,ingilizce,349.8742,20.49,417.243,7.11,383.55859999999996
40102,rize,merkez,sehit erhan dural kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,363.0032,17.33,433.4261,4.8,398.21465
65514,rize,merkez,rize anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,298.1638,36.96,365.2426,16.83,331.7032
50384,rize,ardesen,ardesen anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,234.114,70.27,360.9371,17.82,297.52555
50528,rize,guneysu,kaptan ahmet erdogan anadolu imam hatip lisesi,hazirlik sinifi bulunan anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,372.1042,15.32,476.3614,0.64,424.2328
50527,rize,guneysu,kaptan ahmet erdogan anadolu imam hatip lisesi,hazirlik sinifi bulunan anadolu imam hatip lisesi,fen ve sosyal bilimler programi,arapca,344.7412,21.83,434.3853,4.68,389.56325
41086,rize,pazar,pazar sehit murat naiboglu sivil havacilik mesleki ve teknik anadolu lisesi,anadolu teknik programi,ucak bakim alani,ingilizce,321.0772,28.79,351.1029,20.19,336.09005
50670,rize,merkez,hasan kemal yardimci mesleki ve teknik anadolu lisesi,anadolu teknik programi,gemi yapimi alani,ingilizce,260.411,54.38,353.0698,19.71,306.7404
41079,rize,merkez,tevfik ileri mesleki ve teknik anadolu lisesi,anadolu meslek programi,makine ve tasarim teknolojisi alani (sinavli),ingilizce,254.0019,57.94,348.0656,20.96,301.03375
40105,rize,merkez,ekrem orhon mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,241.1561,65.67,342.4694,22.43,291.81275
50271,rize,merkez,ekrem orhon mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,218.6833,80.86,300.0927,36.23,259.388
49919,sakarya,adapazari,sakarya cevat ayhan fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,457.6944,2.05,490.1036,0.11,473.899
49463,sakarya,serdivan,15 temmuz sehitler fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,444.8655,3.39,467.9893,1.19,456.42740000000003
50157,sakarya,arifiye,necmettin erbakan fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,433.6615,4.77,466.2658,1.32,449.96365000000003
50716,sakarya,akyazi,akyazi eyyup genc fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,427.7964,5.55,487.5004,0.18,457.64840000000004
50036,sakarya,adapazari,sakarya cemil meric sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,398.3832,10.21,449.3909,2.89,423.88705
50063,sakarya,serdivan,sakarya anadolu lisesi,anadolu lisesi,,ingilizce,417.4292,7.08,446.8141,3.17,432.12165
38573,sakarya,erenler,figen sakallioglu anadolu lisesi,anadolu lisesi,,ingilizce,408.8711,8.42,438.9374,4.11,423.90425000000005
38616,sakarya,karasu,karasu ataturk anadolu lisesi,anadolu lisesi,,ingilizce,350.007,20.46,425.909,5.81,387.95799999999997
49497,sakarya,serdivan,sehit yilmaz ercan kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,380.7706,13.53,458.6139,1.97,419.69225
65515,sakarya,erenler,halit evin kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,353.4667,19.61,383.5958,12.96,368.53125
50623,sakarya,geyve,geyve kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,336.12,24.19,416.485,7.23,376.3025
50388,sakarya,adapazari,adapazari anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,328.3274,26.49,413.6198,7.67,370.97360000000003
50665,sakarya,akyazi,akyazi kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,316.7239,30.22,431.9552,5.0,374.33955000000003
41008,sakarya,erenler,halit evin anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,274.0413,47.46,383.3713,13.01,328.7063
40023,sakarya,hendek,hendek anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,261.7169,53.68,398.1273,10.25,329.9221
40099,sakarya,adapazari,yenikent anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,209.604,86.9,391.0304,11.52,300.3172
50368,sakarya,adapazari,borsa istanbul mehmet akif ersoy mesleki ve teknik anadolu lisesi,anadolu teknik programi,bilisim teknolojileri alani,ingilizce,313.4853,31.33,413.1675,7.74,363.32640000000004
50773,sakarya,adapazari,borsa istanbul sakarya mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,289.0076,40.68,372.9159,15.14,330.96175000000005
50254,sakarya,adapazari,borsa istanbul sakarya mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,270.8631,48.99,364.077,17.08,317.47005
40010,sakarya,adapazari,fatih mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,264.8117,52.07,383.8254,12.92,324.31854999999996
50739,sakarya,arifiye,sakarya ticaret ve sanayi odasi motorlu araclar teknolojisi mesleki ve teknik anadolu lisesi,anadolu teknik programi,motorlu araclar teknolojisi alani,ingilizce,254.1679,57.84,389.3605,11.84,321.7642
49570,sakarya,adapazari,fatih mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,250.7687,59.8,352.6582,19.81,301.71345
49797,sakarya,adapazari,fatih mesleki ve teknik anadolu lisesi,anadolu teknik programi,rayli sistemler teknolojisi alani,ingilizce,245.2977,63.1,347.1951,21.19,296.2464
40918,sakarya,adapazari,sakarya ticaret ve sanayi odasi mesleki ve teknik anadolu lisesi,anadolu meslek programi,bilisim teknolojileri alani (sinavli),ingilizce,292.9266,39.05,390.2071,11.68,341.56685000000004
65451,sakarya,adapazari,sezginler mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,248.0982,61.39,365.6958,16.72,306.897
65450,sakarya,adapazari,sezginler mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,246.8591,62.14,346.2105,21.45,296.5348
49548,samsun,atakum,samsun garip zeycan yildirim fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,470.4751,1.0,500.0,0.01,485.23755
50720,samsun,ilkadim,aziz atik fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,460.9532,1.77,481.9241,0.36,471.43865
50645,samsun,canik,canik fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,445.9936,3.27,470.975,0.98,458.4843
50820,samsun,bafra,bafra fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,433.875,4.74,481.2147,0.41,457.54485
50205,samsun,carsamba,carsamba fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,424.6194,6.0,493.4272,0.05,459.0233
39941,samsun,terme,kozluk omv fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,403.7362,9.29,484.6375,0.26,444.18685
39824,samsun,kavak,ridvan celikel fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,396.7117,10.51,456.632,2.16,426.67185
49408,samsun,havza,havza fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,382.609,13.16,436.5312,4.41,409.5701
50763,samsun,ladik,akpinar fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,366.1139,16.63,423.5946,6.15,394.85425
50750,samsun,vezirkopru,vezirkopru hatice-kemal kayalioglu fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,362.8392,17.37,452.5287,2.56,407.68395
50150,samsun,ilkadim,samsun ibrahim tanriverdi sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,409.3362,8.35,460.4922,1.8,434.91420000000005
40956,samsun,ilkadim,samsun ibrahim tanriverdi sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,411.0038,8.07,437.5766,4.28,424.2902
40156,samsun,ilkadim,samsun anadolu lisesi,anadolu lisesi,,ingilizce,427.9168,5.53,460.2547,1.82,444.08575
38913,samsun,canik,canik borsa istanbul anadolu lisesi,anadolu lisesi,,ingilizce,397.4992,10.37,427.8912,5.54,412.6952
38740,samsun,bafra,bafra anadolu lisesi,anadolu lisesi,,ingilizce,372.187,15.3,445.16,3.36,408.6735
38914,samsun,carsamba,ali fuat basgil anadolu lisesi,anadolu lisesi,,ingilizce,363.4806,17.22,423.7789,6.13,393.62975
40137,samsun,atakum,atakum anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,413.0491,7.75,468.3236,1.17,440.68635
50569,samsun,ilkadim,emine-ahmet yeni kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,384.5311,12.78,474.3542,0.76,429.44264999999996
65516,samsun,canik,canik kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,349.9411,20.47,387.6794,12.16,368.81025
65548,samsun,ilkadim,samsun anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,342.0912,22.53,394.9459,10.82,368.51855
40127,samsun,tekkekoy,tekkekoy anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,337.6168,23.76,398.5617,10.18,368.08925
40052,samsun,bafra,bafra kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,307.5271,33.43,382.9129,13.1,345.22
40865,samsun,canik,15 temmuz omer halisdemir anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,305.0433,34.35,389.5945,11.8,347.3189
39846,samsun,carsamba,carsamba anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,300.9825,35.88,363.2718,17.27,332.12715000000003
65518,samsun,terme,terme anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,293.026,39.01,402.449,9.51,347.7375
65517,samsun,carsamba,carsamba kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,277.9144,45.63,378.7266,13.93,328.32050000000004
41020,samsun,bafra,bafra anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,237.4667,68.05,385.7361,12.54,311.6014
65519,samsun,vezirkopru,vezirkopru kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,221.5228,78.89,373.7119,14.98,297.61735
65547,samsun,havza,havza anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,203.4552,90.51,348.3014,20.9,275.87829999999997
50253,samsun,vezirkopru,vezirkopru anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,174.0063,99.23,334.62,24.62,254.31315
40139,samsun,atakum,atakum anadolu imam hatip lisesi,hazirlik sinifi bulunan anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,426.7988,5.69,477.9238,0.56,452.3613
40138,samsun,atakum,atakum anadolu imam hatip lisesi,hazirlik sinifi bulunan anadolu imam hatip lisesi,fen ve sosyal bilimler programi,arapca,389.8616,11.75,466.1968,1.33,428.0292
50614,samsun,ilkadim,ataturk mesleki ve teknik anadolu lisesi,anadolu teknik programi,saglik hizmetleri alani,ingilizce,336.4437,24.09,393.689,11.04,365.06635
50221,samsun,tekkekoy,tibbi cihaz teknolojileri mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,306.7195,33.73,372.5718,15.22,339.64565
49877,samsun,atakum,atakum mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,290.9707,39.86,387.0181,12.29,338.99440000000004
49879,samsun,carsamba,carsamba mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,224.6231,76.74,358.6589,18.35,291.641
50224,samsun,atakum,atakum mesleki ve teknik anadolu lisesi,anadolu teknik programi,kimya teknolojisi alani,ingilizce,224.2881,76.97,349.2752,20.64,286.78165
50483,samsun,atakum,atakum mesleki ve teknik anadolu lisesi,anadolu teknik programi,insaat teknolojisi alani,ingilizce,210.4435,86.38,290.8277,39.92,250.6356
50332,samsun,ilkadim,piri reis mesleki ve teknik anadolu lisesi,anadolu teknik programi,ulastirma hizmetleri alani,ingilizce,173.2182,99.3,322.6061,28.3,247.91215
39755,samsun,tekkekoy,tibbi cihaz teknolojileri mesleki ve teknik anadolu lisesi,anadolu meslek programi,makine ve tasarim teknolojisi alani (sinavli),ingilizce,267.0546,50.93,338.2731,23.58,302.66385
49870,samsun,atakum,altinkum mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,262.9414,53.05,367.981,16.21,315.46119999999996
39937,samsun,ilkadim,istiklal mesleki ve teknik anadolu lisesi,anadolu meslek programi,muhasebe ve finansman alani (sinavli),ingilizce,230.5598,72.68,324.547,27.68,277.5534
50605,samsun,atakum,altinkum mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,218.9044,80.71,352.8911,19.75,285.89775
49867,siirt,merkez,siirt turk telekom fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,425.4019,5.89,481.4981,0.4,453.45000000000005
72380,siirt,kurtalan,kurtalan fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,379.3106,13.82,441.3934,3.8,410.352
40931,siirt,merkez,siirt sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,328.2284,26.52,368.8569,16.02,348.54265
39677,siirt,merkez,ataturk anadolu lisesi,anadolu lisesi,,ingilizce,390.7171,11.58,425.29,5.9,408.00355
49755,siirt,merkez,siirt lisesi,anadolu lisesi,,ingilizce,368.6482,16.07,395.9179,10.65,382.28305
50200,siirt,merkez,marmara anadolu lisesi,anadolu lisesi,,ingilizce,334.2729,24.71,390.034,11.71,362.15345
50790,siirt,kurtalan,kurtalan anadolu lisesi,anadolu lisesi,,ingilizce,317.1463,30.09,379.2762,13.83,348.21125
49685,siirt,merkez,siirt ibrahim hakki kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,278.467,45.36,383.3138,13.02,330.8904
40984,siirt,kurtalan,kurtalan kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,272.9749,47.97,316.7451,30.22,294.86
40937,siirt,kurtalan,kurtalan anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,263.0192,53.0,340.1181,23.07,301.56865000000005
50188,siirt,merkez,ismail fakirullah anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,260.0135,54.6,328.9913,26.28,294.5024
50671,siirt,tillo,tillo anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,180.3743,98.46,299.6621,36.39,240.0182
50385,siirt,merkez,siirt mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,273.9702,47.49,340.5911,22.94,307.28065
39779,siirt,merkez,siirt merkez abdulhamid han mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,254.3894,57.72,312.3272,31.73,283.3583
49438,siirt,merkez,siirt merkez abdulhamid han mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,242.6238,64.75,318.6149,29.59,280.61935
49326,sinop,merkez,sinop fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,414.6374,7.51,469.6658,1.07,442.15160000000003
50521,sinop,boyabat,turk telekom fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,356.6611,18.83,444.7953,3.4,400.7282
50206,sinop,merkez,sinop sari saltuk anadolu lisesi,anadolu lisesi,,ingilizce,374.2545,14.87,414.3456,7.55,394.30005
50703,sinop,boyabat,boyabat anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,258.5419,55.41,353.9405,19.5,306.2412
50740,sinop,merkez,sehit omer can acikgoz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,252.3419,58.89,380.5289,13.57,316.4354
39983,sinop,merkez,seydi ali reis mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,224.2826,76.97,338.2567,23.58,281.26965
50286,sinop,merkez,prof. dr. necmettin erbakan mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,214.1299,83.96,339.9624,23.11,277.04615
50760,sinop,merkez,prof. dr. necmettin erbakan mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,177.0537,98.91,336.7378,24.01,256.89575
49730,sivas,merkez,sivas fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,454.3472,2.38,493.4272,0.05,473.8872
50291,sivas,sarkisla,ismet yilmaz fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,384.2752,12.83,475.055,0.71,429.6651
50594,sivas,zara,zara mehmet habib soluk fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,363.5745,17.2,442.5217,3.67,403.0481
50779,sivas,susehri,susehri fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,348.0697,20.96,449.2281,2.91,398.6489
40799,sivas,merkez,prof. dr. necati ersen sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,376.7381,14.35,429.0972,5.37,402.91765
50676,sivas,merkez,selcuk anadolu lisesi,anadolu lisesi,,ingilizce,436.7324,4.38,454.0991,2.4,445.41575
50677,sivas,merkez,selcuk anadolu lisesi,anadolu lisesi,,almanca,432.5894,4.91,436.7184,4.38,434.6539
39949,sivas,merkez,sivas lisesi,anadolu lisesi,,ingilizce,408.2928,8.52,449.1892,2.91,428.741
50571,sivas,gurun,gurun anadolu lisesi,anadolu lisesi,,ingilizce,286.4931,41.76,445.6575,3.31,366.0753
49290,sivas,kangal,koc anadolu lisesi,anadolu lisesi,,ingilizce,270.9958,48.93,396.1229,10.61,333.55935
50153,sivas,yildizeli,pamukpinar anadolu lisesi,anadolu lisesi,,ingilizce,231.4111,72.1,371.726,15.4,301.56855
50263,sivas,merkez,ihramcizade anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,408.4059,8.5,462.5549,1.63,435.4804
41021,sivas,merkez,asim sahin kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,374.0735,14.9,423.6878,6.14,398.88065
50555,sivas,merkez,uluslararasi sehit m. murat ertekin anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,354.0638,19.46,414.8647,7.48,384.46425
41009,sivas,sarkisla,sehit ozgur gencer kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,274.2604,47.35,383.7613,12.93,329.01085
65520,sivas,sarkisla,sarkisla anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,262.7768,53.13,383.2357,13.03,323.00625
65521,sivas,zara,zara anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,245.3092,63.1,352.0388,19.96,298.674
40848,sivas,susehri,semiha yildirim anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,217.5585,81.63,340.2128,23.05,278.88565
41022,sivas,yildizeli,yildizeli anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,201.4602,91.58,368.6487,16.07,285.05445
49594,sivas,merkez,sivas bilisim teknolojileri mesleki ve teknik anadolu lisesi,anadolu teknik programi,bilisim teknolojileri alani,ingilizce,369.6852,15.84,420.1472,6.66,394.9162
50575,sivas,merkez,ataturk mesleki ve teknik anadolu lisesi,anadolu teknik programi,rayli sistemler teknolojisi alani,ingilizce,314.4544,30.99,363.1743,17.29,338.81435
49631,sivas,merkez,sivas mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,307.0408,33.61,354.0595,19.47,330.55015000000003
50285,sivas,merkez,sivas mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,279.089,45.07,311.6704,31.96,295.37969999999996
72371,sivas,susehri,sezai karakoc mesleki ve teknik anadolu lisesi,anadolu teknik programi,tarim alani,ingilizce,200.989,91.81,354.7407,19.31,277.86485
39939,sivas,merkez,sultansehir mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,279.3142,44.97,364.3513,17.03,321.83275000000003
50599,sivas,merkez,sultansehir mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,250.3663,60.04,365.8396,16.69,308.10295
40211,sanliurfa,haliliye,sanliurfa fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,444.4698,3.44,488.4887,0.14,466.47925
50562,sanliurfa,haliliye,tobb fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,425.7793,5.84,464.6025,1.45,445.1909
65415,sanliurfa,karakopru,necip fazil kisakurek fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,398.3102,10.22,441.3821,3.81,419.84614999999997
39777,sanliurfa,birecik,turkan halit aykilic fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,392.0814,11.33,433.472,4.8,412.7767
50040,sanliurfa,siverek,prof. dr. abdulkadir karahan fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,387.0431,12.29,484.5187,0.27,435.7809
49872,sanliurfa,viransehir,viransehir fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,371.1233,15.52,471.7504,0.92,421.43685
49271,sanliurfa,eyyubiye,sair nabi fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,353.1268,19.69,411.4331,8.01,382.27995
39873,sanliurfa,ceylanpinar,ceylanpinar fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,340.8716,22.86,467.6606,1.22,404.2661
39931,sanliurfa,suruc,suruc fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,326.8984,26.92,434.4383,4.67,380.66835000000003
40800,sanliurfa,haliliye,sanliurfa sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,325.3396,27.43,373.1167,15.1,349.22815
49545,sanliurfa,haliliye,ceas sanliurfa anadolu lisesi,anadolu lisesi,,ingilizce,399.5725,10.01,425.622,5.86,412.59725000000003
49898,sanliurfa,haliliye,sanliurfa anadolu lisesi,anadolu lisesi,,ingilizce,383.6881,12.95,406.1484,8.88,394.91825
49699,sanliurfa,haliliye,yahya kemal beyatli anadolu lisesi,anadolu lisesi,,ingilizce,370.2317,15.72,394.2169,10.95,382.22429999999997
49331,sanliurfa,haliliye,mehmet gunes anadolu lisesi,anadolu lisesi,,ingilizce,352.6983,19.8,388.1525,12.07,370.42539999999997
50697,sanliurfa,siverek,siverek karacadag anadolu lisesi,anadolu lisesi,,ingilizce,338.5103,23.51,394.0799,10.98,366.2951
41108,sanliurfa,karakopru,adnan menderes anadolu lisesi,anadolu lisesi,,ingilizce,327.6247,26.7,370.8295,15.59,349.2271
49736,sanliurfa,eyyubiye,tes-is anadolu lisesi,anadolu lisesi,,ingilizce,325.0942,27.51,361.7912,17.62,343.4427
40157,sanliurfa,viransehir,viransehir anadolu lisesi,anadolu lisesi,,ingilizce,318.9065,29.5,370.9142,15.57,344.91035
39753,sanliurfa,birecik,mehmet adil culcuoglu anadolu lisesi,anadolu lisesi,,ingilizce,317.3166,30.03,391.5879,11.42,354.45225
39048,sanliurfa,viransehir,viransehir yunus emre anadolu lisesi,anadolu lisesi,,ingilizce,288.0372,41.11,318.6851,29.57,303.36114999999995
40891,sanliurfa,suruc,suruc gap anadolu lisesi,anadolu lisesi,,ingilizce,281.2627,44.08,356.4157,18.89,318.8392
41098,sanliurfa,halfeti,halfeti anadolu lisesi,anadolu lisesi,,ingilizce,257.8505,55.79,365.7419,16.71,311.7962
40882,sanliurfa,hilvan,hilvan sair nabi anadolu lisesi,anadolu lisesi,,ingilizce,249.7038,60.43,368.0665,16.19,308.88515
39947,sanliurfa,akcakale,sehit astsubay halil kanat anadolu lisesi,anadolu lisesi,,ingilizce,234.4448,70.04,342.1037,22.53,288.27425
41110,sanliurfa,bozova,bozova anadolu lisesi,anadolu lisesi,,ingilizce,212.2656,85.19,377.2248,14.25,294.7452
50245,sanliurfa,karakopru,milli irade kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,351.4405,20.11,437.9053,4.23,394.6729
50607,sanliurfa,karakopru,karakopru hatice kubra kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,326.8573,26.93,384.7754,12.73,355.81635
49523,sanliurfa,haliliye,prof.dr.necmettin erbakan anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,314.0093,31.15,479.6701,0.47,396.8397
50427,sanliurfa,haliliye,sehit onur kilic anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,304.3553,34.61,384.3929,12.81,344.3741
49790,sanliurfa,viransehir,kemal edip kurkcuoglu kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,300.1589,36.21,470.5035,1.0,385.33119999999997
